time,A
0.0,0.2166206198368263
1.009009009009009,0.06963901867080212
2.018018018018018,0.1681129456543556
2.978978978978979,0.13640778375535495
3.987987987987988,0.16702384083956456
4.996996996996997,0.18644333985747055
6.006006006006006,0.1369724261035621
7.015015015015015,0.2812364883899473
7.975975975975976,0.40618300620337233
8.984984984984985,0.1661150586189857
9.993993993993994,0.029891674473860128
11.003003003003004,4.0924993845787165
12.012012012012011,4.158231397305158
13.02102102102102,3.779398175082459
13.981981981981981,3.426942474761242
14.99099099099099,3.4075250694207235
16.0,2.5900810222010557
17.00900900900901,2.6515185847846396
18.01801801801802,2.7693277619962915
18.97897897897898,1.5073890656565605
19.98798798798799,1.8786769319227434
20.996996996996998,1.8639824267910297
22.006006006006007,1.6952856736263684
23.015015015015013,1.2912691603720199
23.975975975975977,1.3869479681442405
24.984984984984983,0.9901560320409831
25.993993993993993,0.970328918295122
27.003003003003002,0.7556100897281263
28.01201201201201,1.174337693901606
29.02102102102102,0.4855755155595835
29.98198198198198,0.8482472173774889
30.99099099099099,0.3790403680207931
32.0,0.6402933681343845
33.009009009009006,0.2417231523230245
34.01801801801802,0.1795954774828824
34.97897897897898,0.012256354491929855
35.987987987987985,0.7774771197818104
36.996996996997,0.2126543600889807
38.006006006006004,0.21092808424628257
39.01501501501502,0.3330158227132031
39.97597597597598,0.04679802617637774
40.98498498498498,0.3539502671086632
41.993993993993996,0.7088810538423093
43.003003003003,0.14893649725491312
44.012012012012015,0.10550558368486239
45.02102102102102,0.14633401961725612
45.98198198198198,0.21110216242246457
46.99099099099099,0.04989220403810171
48.0,0.3829682540301161
