time,A
0.0,0.020614695192190773
1.009009009009009,0.20298869070515638
2.018018018018018,0.06884147416261255
2.978978978978979,0.07282646930050247
3.987987987987988,0.13609036977284675
4.996996996996997,0.2864216995706369
6.006006006006006,8.928526786389737
7.015015015015015,7.744464692925903
7.975975975975976,7.341027229375226
8.984984984984985,6.549384348934655
9.993993993993994,6.031358221406655
11.003003003003004,5.231770982132991
12.012012012012011,5.186543445302076
13.02102102102102,4.69429087804467
13.981981981981981,3.8878606321037488
14.99099099099099,3.547346518296834
16.0,3.433525824591055
17.00900900900901,3.214321492289685
18.01801801801802,2.9107410930429003
18.97897897897898,2.5676193622098653
19.98798798798799,2.1025039716057017
20.996996996996998,2.3857062493573604
22.006006006006007,2.0257311547222274
23.015015015015013,1.6029192543325792
23.975975975975977,1.749772863806237
24.984984984984983,1.4642386995071035
25.993993993993993,1.5961672088934644
27.003003003003002,1.779203807524947
28.01201201201201,0.7094815840352793
29.02102102102102,1.3126511865705108
29.98198198198198,1.1159628738194258
30.99099099099099,0.603166154754903
32.0,0.9462306811266374
33.009009009009006,0.7097948308777478
34.01801801801802,0.6981493500568291
34.97897897897898,0.25892989931223886
35.987987987987985,0.5804175582774096
36.996996996997,0.45656604056724887
38.006006006006004,0.46169743452071627
39.01501501501502,0.1600685402311987
39.97597597597598,0.48935937287265086
40.98498498498498,0.3169793657819601
41.993993993993996,0.13574884301663878
43.003003003003,0.508097978846922
44.012012012012015,0.014509834998510884
45.02102102102102,0.17352578931961468
45.98198198198198,0.14037914785619607
46.99099099099099,0.4293904768045603
48.0,0.40645218249375215
