time,A
0.0,0.35305562543323077
1.009009009009009,0.4323471476375058
2.018018018018018,0.27050669207064254
2.978978978978979,0.4317706508563424
3.987987987987988,0.5049869418061548
4.996996996996997,0.14020420514934478
6.006006006006006,8.982910257273678
7.015015015015015,7.908076435327541
7.975975975975976,7.54799783128268
8.984984984984985,6.694142908954423
9.993993993993994,5.8286079882187725
11.003003003003004,5.3303364173953485
12.012012012012011,4.8926816353745854
13.02102102102102,4.565817971104375
13.981981981981981,4.660071600000187
14.99099099099099,3.3861067192050864
16.0,3.1984194117731013
17.00900900900901,3.0176714593469973
18.01801801801802,3.284027242617013
18.97897897897898,2.036356989116795
19.98798798798799,2.47559347638832
20.996996996996998,1.9265196234057567
22.006006006006007,1.7248287444256263
23.015015015015013,1.4601209243030289
23.975975975975977,1.2139242885800778
24.984984984984983,1.6879082018837988
25.993993993993993,1.4026443743179442
27.003003003003002,0.8649609324254339
28.01201201201201,0.6289795006496105
29.02102102102102,0.5024280458758272
29.98198198198198,0.7486527404483969
30.99099099099099,0.6683071705678878
32.0,0.9705432709730495
33.009009009009006,0.5105866447549218
34.01801801801802,0.3614930926149252
34.97897897897898,0.4553220617145949
35.987987987987985,0.41277861855609144
36.996996996997,0.7693701216486475
38.006006006006004,0.08587893633918403
39.01501501501502,0.3623822834591676
39.97597597597598,0.5466215650997881
40.98498498498498,0.5605461143930052
41.993993993993996,0.020621545398929297
43.003003003003,0.24414830309710178
44.012012012012015,0.638907211521791
45.02102102102102,0.3638367966331033
45.98198198198198,0.4048646909795701
46.99099099099099,0.033930142193056526
48.0,0.33592183977822176
